image_path,label,label_name,source,source_file,source_path,source_label,source_label_name,width,height,md5
images/cloudy/weathernet05_006088.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (647).jpg,0,cloudy or overcast,500,377,8380717a1ec26237a961012efe6b7fc4
images/sunny/weathernet05_010474.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,17464483.jpg,4,sun or clear,500,375,f18c186dce46b18d1738f90479602d7b
images/cloudy/weathernet05_004028.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4520).jpg,0,cloudy or overcast,200,200,e87c8cf00f847edde5390c492d5f0803
images/snowy/weathernet05_009014.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1384.jpg,3,snow or frosty,494,330,1e5cef2bb65e2b3a90ef63450f318cdf
images/sunny/weathernet05_013171.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1828.jpg,4,sun or clear,200,200,568de27d42dda4c1603a9e1109c412f7
images/sunny/weathernet05_013856.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2569.jpg,4,sun or clear,200,200,6c899e2abde4615258a9d7bd36502d7e
images/rainy/weathernet05_007499.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,2607867334.jpg,2,rain or storm,500,333,044d57e779f5725677335de0a1561427
images/cloudy/weathernet05_006487.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (976).jpg,0,cloudy or overcast,375,500,01ba6f2ca41e53654a6d2a1e9564a374
images/cloudy/weathernet05_001208.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1991).jpg,0,cloudy or overcast,200,200,8de4acd70cdc0bd662689f0ac83a2c3b
images/rainy/weathernet05_007845.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,583267892.jpg,2,rain or storm,500,375,adc6f299ee5a94e20b655b29d759ae3d
images/sunny/weathernet05_015370.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4193.jpg,4,sun or clear,200,200,0524a13bb7843e26c87da96a3b906118
images/snowy/weathernet05_009041.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1411.jpg,3,snow or frosty,940,625,2bffe10144f81eeec340f53865476d45
images/sunny/weathernet05_013507.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2193.jpg,4,sun or clear,200,200,62221232a6c51ce8749113f54f1cd901
images/sunny/weathernet05_010925.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,29501722.jpg,4,sun or clear,375,500,722afb192c212d1604a66aa08fc845c1
images/snowy/weathernet05_009782.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,3267387705.jpg,3,snow or frosty,500,332,7498d0fe8be595b34ce9b380ded00af6
images/sunny/weathernet05_012014.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s0689.jpg,4,sun or clear,200,200,b1b51988506145776f2c1d64aa63f1ae
images/snowy/weathernet05_009224.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,2171207510.jpg,3,snow or frosty,500,333,77754bf3a5c99a239187831b4d433df8
images/sunny/weathernet05_015181.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3993.jpg,4,sun or clear,200,200,50124f02e73e6ba34f4574f9a04c4586
images/cloudy/weathernet05_004155.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4635).jpg,0,cloudy or overcast,200,200,984b0f4e73d9e5015d6acd96cfba3a37
images/sunny/weathernet05_014680.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3466.jpg,4,sun or clear,200,200,40bc4bcaba5f31a8fc85a3ecfcabec17
images/cloudy/weathernet05_005714.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (6065).jpg,0,cloudy or overcast,200,200,19348b044579377befa8c4e0ee61a3e6
images/sunny/weathernet05_012862.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1498.jpg,4,sun or clear,200,200,e2fcfcf4952999d3416cf817aa2e2059
images/cloudy/weathernet05_003218.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (3760).jpg,0,cloudy or overcast,200,200,b910eff2fa3842b360cba58ef696aa72
images/cloudy/weathernet05_005581.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5940).jpg,0,cloudy or overcast,200,200,9a50c981ceccf12f6481ae8890f7636e
images/cloudy/weathernet05_004366.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4832).jpg,0,cloudy or overcast,200,200,38664e249fbee8f862c590dabe83dca8
images/snowy/weathernet05_009883.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,383840250.jpg,3,snow or frosty,500,375,31327e0246e5efc86c79d909262c7217
images/sunny/weathernet05_014401.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3163.jpg,4,sun or clear,200,200,476ede84450e61a2f5b8b719822414af
images/sunny/weathernet05_011845.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s0530.jpg,4,sun or clear,200,200,b4c0c6d6876300ecb27947c092d5e6eb
images/sunny/weathernet05_010810.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,26099217.jpg,4,sun or clear,500,375,29ef70b6d4fb910e0b9c5c239d3449e3
images/sunny/weathernet05_013354.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2025.jpg,4,sun or clear,200,200,8d6e2dc010773d7c8c043f1cd83d4db9
images/sunny/weathernet05_015858.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4730.jpg,4,sun or clear,200,200,572bbfd97eae597f260163ede9974d89
images/snowy/weathernet05_009859.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,375783568.jpg,3,snow or frosty,500,375,94a5d5aa1a8e184cd97361aa9b3e3411
images/rainy/weathernet05_006813.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,1524.jpg,2,rain or storm,400,300,272e8949a5374efb43711a91589ad5c6
images/rainy/weathernet05_008294.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,rainy day-8.jpeg,2,rain or storm,474,265,21a34419f9f23038bc1bc7aba9271a24
images/sunny/weathernet05_014163.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2901.jpg,4,sun or clear,200,200,927c9642ef74d0f1044625329d9b8814
images/sunny/weathernet05_012432.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1087.jpg,4,sun or clear,200,200,f58638b1ada6652cfb4abd06b9cd35fd
images/snowy/weathernet05_009740.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,3259722464.jpg,3,snow or frosty,500,375,a49032db12efe04a33c380fd1b443207
images/cloudy/weathernet05_001479.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2215).jpg,0,cloudy or overcast,200,200,454185652bb3084144cb9f0638d13250
images/rainy/weathernet05_006965.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,1663.jpg,2,rain or storm,408,240,d8af06f42a2fcb07453d9f5fb16dc2e4
images/cloudy/weathernet05_004248.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4720).jpg,0,cloudy or overcast,200,200,8572c42a0bcd20431d0df04c06a0cabb
images/sunny/weathernet05_010514.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,18968628.jpg,4,sun or clear,500,375,aef37ad1c86869702256339282e67468
images/rainy/weathernet05_007050.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,1748.jpg,2,rain or storm,400,267,40f6a22e12bd1ecfa6cc88d9626d8733
images/snowy/weathernet05_008770.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1163.jpg,3,snow or frosty,500,314,1bc5aae83b1a9b9f0e0e1fea5908fdaf
images/cloudy/weathernet05_004483.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4939).jpg,0,cloudy or overcast,200,200,9ef77f49cae023d6f1b749117a8fa8e9
images/cloudy/weathernet05_001264.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2034).jpg,0,cloudy or overcast,200,200,36a1122162c314d99cf09363e3dfe169
images/cloudy/weathernet05_000866.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1708).jpg,0,cloudy or overcast,200,200,819386f196dcc8025649902977fcb589
images/cloudy/weathernet05_002687.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (3261).jpg,0,cloudy or overcast,200,200,1106332b7a518e040f9e1735a33d8f65
images/cloudy/weathernet05_004718.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5151).jpg,0,cloudy or overcast,200,200,23c5fae6490eef36e084374600092a83
images/sunny/weathernet05_012961.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1600.jpg,4,sun or clear,200,200,469b4b1d9f1968f71010502fbc374381
images/sunny/weathernet05_011942.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s062.jpg,4,sun or clear,200,200,10642ddab87626f08471d1a81112ac6a
images/cloudy/weathernet05_003552.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4069).jpg,0,cloudy or overcast,200,200,7d202bee822549c4603f64d8ba67ee0c
images/cloudy/weathernet05_004847.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5273).jpg,0,cloudy or overcast,200,200,aa3fcab36f4311cb6114657b8f7b8eb3
images/cloudy/weathernet05_005616.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5973).jpg,0,cloudy or overcast,200,200,4d6eddfae84102cb21c808f8523b1773
images/cloudy/weathernet05_005814.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (6159).jpg,0,cloudy or overcast,700,421,19953bdc605157fefbce71daa5037e10
images/snowy/weathernet05_008950.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1321.jpg,3,snow or frosty,1024,601,67d1d636e004e660a83bc0efed8eceb4
images/cloudy/weathernet05_002899.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (3456).jpg,0,cloudy or overcast,200,200,d790ed73fd37a147bea6d884ef4c4799
images/snowy/weathernet05_008702.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1092.jpg,3,snow or frosty,400,266,ac6412513be0e00b341abc9114ddec50
images/cloudy/weathernet05_000063.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1048).jpg,0,cloudy or overcast,200,200,6aca6458a54d0485714c82c816340910
images/sunny/weathernet05_015143.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3952.jpg,4,sun or clear,200,200,f915ece31767fd6e872f3ee3a70288f5
images/rainy/weathernet05_007293.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,2238092127.jpg,2,rain or storm,500,375,696ae2522abc6926433836c9ab0516d2
images/cloudy/weathernet05_003956.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4454).jpg,0,cloudy or overcast,200,200,fa8154feb746961799a91c99dc7633ae
images/sunny/weathernet05_012113.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s079.jpg,4,sun or clear,200,200,a410d13fd6a66926f51c17485363674a
images/cloudy/weathernet05_004139.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4620).jpg,0,cloudy or overcast,200,200,e8448fb91cd9d155308b3a45772a8d40
images/cloudy/weathernet05_001800.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2490).jpg,0,cloudy or overcast,200,200,ab2bea51b0ab78e2499482ad70b302f6
images/cloudy/weathernet05_004414.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (4877).jpg,0,cloudy or overcast,200,200,b815377ae15c4aef31ec1e45d2205902
images/cloudy/weathernet05_006463.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (956).jpg,0,cloudy or overcast,500,375,789e7bfd172969e1123be01c05dee37f
images/rainy/weathernet05_007584.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,283392510.jpg,2,rain or storm,375,500,4f950fc60c74f4eb7da526a52d586026
images/cloudy/weathernet05_003137.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (3685).jpg,0,cloudy or overcast,200,200,0ffbebc59ccaeb30c61f8db6c9932c40
images/cloudy/weathernet05_001186.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1973).jpg,0,cloudy or overcast,200,200,df01723d2b1538b7276ced3d32af2ccf
images/sunny/weathernet05_012582.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1231.jpg,4,sun or clear,200,200,94a92e890d32134f4606d02f60e9385d
images/sunny/weathernet05_015871.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4743.jpg,4,sun or clear,200,200,e90cfe4bc8a7492b1a4a658b8de57abc
images/sunny/weathernet05_011717.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s0413.jpg,4,sun or clear,200,200,cb1009dd6128288b14509f1b17533122
images/cloudy/weathernet05_006298.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (819).jpg,0,cloudy or overcast,375,500,cb48bdb5c958e8d82a170b62700f773d
images/cloudy/weathernet05_000586.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1477).jpg,0,cloudy or overcast,200,200,43b1b419552f1bd18d4db29a4f64b8f1
images/cloudy/weathernet05_000582.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1473).jpg,0,cloudy or overcast,200,200,6c58ddd7944d0288a5d9a45d9836e415
images/snowy/weathernet05_010201.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,snowy weather-125.jpeg,3,snow or frosty,474,266,a04382d05a5edce9adf03cfa3552d3e6
images/sunny/weathernet05_012627.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1274.jpg,4,sun or clear,200,200,d52d03a6fa5eadf1c156a8dc54854bd1
images/sunny/weathernet05_014386.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3147.jpg,4,sun or clear,200,200,3f5f4e231282290c53ceecdf3b74fb4e
images/cloudy/weathernet05_000519.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1420).jpg,0,cloudy or overcast,200,200,8f32099bb3b82402f274d5a6cfb42689
images/snowy/weathernet05_009053.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1423.jpg,3,snow or frosty,577,355,180d2660988b4d0456152ad35c810bc0
images/cloudy/weathernet05_001855.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2538).jpg,0,cloudy or overcast,200,200,b36f3fe342a638dad41eb3820ade79c6
images/cloudy/weathernet05_001656.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2368).jpg,0,cloudy or overcast,200,200,d454d0f4f26ea2c6963c385c35441747
images/cloudy/weathernet05_006235.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (768).jpg,0,cloudy or overcast,360,480,577fa914322f583160137eb0f18bc347
images/cloudy/weathernet05_001205.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (199).jpeg,0,cloudy or overcast,474,302,26949603ea13c8e7ecc882d3aee92e32
images/sunny/weathernet05_014398.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3159.jpg,4,sun or clear,200,200,313c33164942d0d69891f8ee3ce5f6c1
images/sunny/weathernet05_011219.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,9003925.jpg,4,sun or clear,500,375,f832aeb398f5f0e80b08a7cb61ec1510
images/cloudy/weathernet05_002231.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2857).jpg,0,cloudy or overcast,200,200,611cd6f46584efe9d3b6ca6ea86ccc37
images/cloudy/weathernet05_006296.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (817).jpg,0,cloudy or overcast,500,375,ef2b483961b0c4bac66ea65a700ddcb6
images/sunny/weathernet05_012984.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1624.jpg,4,sun or clear,200,200,5bb4fa4f416cc865926e8666212ee7db
images/sunny/weathernet05_013312.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1978.jpg,4,sun or clear,200,200,176a4c75e746a6d41d00971fe8e9ba56
images/cloudy/weathernet05_000064.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1049).jpg,0,cloudy or overcast,200,200,6cf11d8a2631427d02f3cff60f74dda5
images/snowy/weathernet05_009066.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,1435.jpg,3,snow or frosty,600,600,8164fbba06f3f9fd43a755ffdfb43a58
images/sunny/weathernet05_014239.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2979.jpg,4,sun or clear,200,200,9afe1975c4ea2a80c58488ca50f53e93
images/cloudy/weathernet05_002227.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2853).jpg,0,cloudy or overcast,200,200,b1fada30c42f71dda28a48726a66e52c
images/cloudy/weathernet05_005664.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (6016).jpg,0,cloudy or overcast,200,200,7f956a361e5db20593212baed40aea8e
images/cloudy/weathernet05_005864.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (6202).jpg,0,cloudy or overcast,259,194,f5962b38c893ade98d8a2b126e6404f2
images/sunny/weathernet05_016037.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4934.jpg,4,sun or clear,200,200,a595648db066806d43dd87696cc1be3f
images/sunny/weathernet05_015294.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4117.jpg,4,sun or clear,200,200,5e15e3f795431642a8d236893309344d
images/cloudy/weathernet05_006471.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (962).jpg,0,cloudy or overcast,500,375,fb4a7062f4904d0a7fc68700dffc3d91
images/sunny/weathernet05_014849.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3647.jpg,4,sun or clear,200,200,efb9ffbb94da68bd0a83b10e624220c6
images/sunny/weathernet05_013252.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1914.jpg,4,sun or clear,200,200,1a8af76eaa4f4be11b8cd9d7975492d0
images/cloudy/weathernet05_005469.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5838).jpg,0,cloudy or overcast,200,200,e89390ec183bed50d19401bade76761a
images/sunny/weathernet05_015365.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s4188.jpg,4,sun or clear,200,200,bb34cf95a1fa2c1fc5cad98cc594096a
images/cloudy/weathernet05_005496.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5864).jpg,0,cloudy or overcast,200,200,15e005b8ce526260884d4b461f6d10d0
images/rainy/weathernet05_007989.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,976749543.jpg,2,rain or storm,343,500,abaa22f66d8f48413dd6a107d6919e1f
images/sunny/weathernet05_013976.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2702.jpg,4,sun or clear,200,200,e893fd3014bb2ba0821b76a5a795169f
images/rainy/weathernet05_007317.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,2265841968.jpg,2,rain or storm,500,347,e34c3a4dba5e23c1f99f0bee9e743abc
images/rainy/weathernet05_008346.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,rainy weather-133.jpeg,2,rain or storm,474,342,5424fd67ded1796214ffb45a93a211a5
images/cloudy/weathernet05_005254.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (5642).jpg,0,cloudy or overcast,200,200,1aa7cad228fe5427346058b862ed5cf5
images/sunny/weathernet05_014910.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3711.jpg,4,sun or clear,200,200,90227592373a7f783a763187297a73df
images/snowy/weathernet05_010127.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,snowy day-59.jpeg,3,snow or frosty,474,266,e8e784c841008ea3e29068eabb79ade0
images/sunny/weathernet05_014019.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2749.jpg,4,sun or clear,200,200,5586f48c5a5acaea7b8fb815b0a145ff
images/cloudy/weathernet05_000162.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (1129).jpg,0,cloudy or overcast,200,200,9038f178d48785d8b25bc51e7b93d2ca
images/sunny/weathernet05_014416.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3179.jpg,4,sun or clear,200,200,38f9c7b37d7ecec3a27400a3f09cbf87
images/cloudy/weathernet05_006432.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (93).jpeg,0,cloudy or overcast,474,355,80feff3455947ccc2ade1cc8704d9208
images/sunny/weathernet05_013058.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1706.jpg,4,sun or clear,200,200,20965706513e2685724005f15041f406
images/sunny/weathernet05_014660.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s3446.jpg,4,sun or clear,200,200,b9ea84bebe2a8f67ebe4145e6d5fc765
images/sunny/weathernet05_014057.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s2790.jpg,4,sun or clear,200,200,dbf315c5ebb890f79046d8d8889e7887
images/sunny/weathernet05_013156.jpg,0,sunny,weathernet05,weathernet05_0001.parquet,s1812.jpg,4,sun or clear,200,200,e2606d5a820d29bda43c981ffe7bae2b
images/sunny/weathernet05_012079.jpg,0,sunny,weathernet05,weathernet05_0000.parquet,s0754.jpg,4,sun or clear,200,200,1b165bb0a9b92481fbe69b141c41f18a
images/rainy/weathernet05_007054.jpg,2,rainy,weathernet05,weathernet05_0000.parquet,1751.jpg,2,rain or storm,400,266,ebf61cf7dfbcbe1959a88123999dbd87
images/cloudy/weathernet05_002816.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (3381).jpg,0,cloudy or overcast,200,200,8393884ef041410998cf01f8a7c75ef7
images/snowy/weathernet05_009746.jpg,3,snowy,weathernet05,weathernet05_0000.parquet,3261035896.jpg,3,snow or frosty,500,332,6f622d7199309fe8c66aca8545c875f7
images/cloudy/weathernet05_002174.jpg,1,cloudy,weathernet05,weathernet05_0000.parquet,1 (2809).jpg,0,cloudy or overcast,200,200,262363411edcd9ad34c488a082f7cd64
